"year","doy","pond","site","sampletype","sampleID","dic_mgl","doc_mgl","tn_ugl","tp_ugl","pc_cyanofluor_avg","chl_cyanofluor_avg","vss_mgl","tss_mgl","nh4_ugl","no23_ugl","srp_ugl","chloride_mgl","sulfate_mgl","dilution","x254","x275","x276","x277","x278","x279","x280","x281","x282","x283","x284","x285","x286","x287","x288","x289","x290","x291","x292","x293","x294","x295","x296","x297","x298","x299","x300","x301","x302","x303","x304","x305","x306","x307","x308","x309","x310","x311","x312","x313","x314","x315","x316","x317","x318","x319","x320","x321","x322","x323","x324","x325","x326","x327","x328","x329","x330","x331","x332","x333","x334","x335","x336","x337","x338","x339","x340","x341","x342","x343","x344","x345","x346","x347","x348","x349","x350","x351","x352","x353","x354","x355","x356","x357","x358","x359","x360","x361","x362","x363","x364","x365","x366","x367","x368","x369","x370","x371","x372","x373","x374","x375","x376","x377","x378","x379","x380","x381","x382","x383","x384","x385","x386","x387","x388","x389","x390","x391","x392","x393","x394","x395","x396","x397","x398","x399","x400","x412","x440","x480","x510","x532","x555","yearfrac","date"
2024,140,"T","0","V","P24-140-T0-V",10.15,9.271,2019.106,217.929,NA,NA,NA,NA,2.138,2.527,12.516,65.4077,1.6059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.38356164384,2024-05-19
2024,144,"D","9","V","P24-144-D9-V",12.14,6.013,834.201,169.475,NA,NA,NA,NA,10.495,39.948,18.718,13.002,2.9841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.39452054795,2024-05-23
2024,145,"F","0","S","P24-145-F0-S",17.52,10.52,2729.883,678.491,2072.35,13629,NA,26.0869565217392,5.936,151.224,34.198,13.2594,1.7851,1,0.350930031744362,0.293814396448047,0.290964931529059,0.288234013955066,0.285346893948697,0.282441733045191,0.279451406411488,0.276644078961282,0.273276576564048,0.26981820894723,0.266607905582585,0.263237962723359,0.259904359151877,0.256390420581911,0.252762304886945,0.24949570803371,0.245946656714373,0.24270908463625,0.239210567564845,0.235940686689474,0.232682622354986,0.229519120193371,0.226240485112511,0.223347807282983,0.220170160368337,0.217473365198393,0.214454724881335,0.21144874529616,0.208848123943498,0.205988092984147,0.203242830538332,0.200721166755029,0.198019889435062,0.195629617399262,0.193110297668319,0.19067229808442,0.188340823747718,0.185989842303025,0.183735261934931,0.181481398554855,0.179233601365018,0.177043342272442,0.174802819206211,0.172640842180823,0.1703977622567,0.16828719927587,0.166200723637076,0.163910565286518,0.161943610105845,0.159757932892145,0.157679847119855,0.15563614618932,0.15354990540131,0.151395921325782,0.149399276374904,0.147298817499214,0.145114298724956,0.143254285732553,0.141197316181004,0.139139570299019,0.137165228566449,0.135140284457197,0.133132472509867,0.131306622016761,0.129483635670752,0.127484006939966,0.125618090896211,0.123852108688876,0.122024956999847,0.120242252552881,0.118562272136481,0.116874541571288,0.11506278983583,0.113512403044363,0.111871449316635,0.110245136155228,0.108570129772427,0.1070556801683,0.10553796394817,0.10391383926724,0.102428370831611,0.10107210668607,0.099658571190855,0.0979937983769181,0.0968347723707588,0.095343760836405,0.0940810221683259,0.0926958444807618,0.0914355791922662,0.0900763271441035,0.0888025715284564,0.0875553042594287,0.0863480537233859,0.0850708501881194,0.0838621712620321,0.0827076076642212,0.0814775257057711,0.0804129334975199,0.0791691999438936,0.078079325794779,0.0769896656047942,0.0758573386840999,0.0749518928067479,0.0737787917999408,0.0728329222201325,0.071804229720021,0.070910867795464,0.0699015089873209,0.0690679328942746,0.0680684689242941,0.0672496236444602,0.066191251243572,0.0653936564403027,0.0645010031071433,0.063589293419629,0.0627382607805363,0.062041321093063,0.0612326356111106,0.0604266606170971,0.0596576232209316,0.0588910346461519,0.058059950342904,0.0574005326223494,0.0566987376129152,0.0559778966191727,0.055150909262448,0.0545943906593902,0.0465575964755318,0.0330557963829971,0.0221602203828976,0.0177219016901004,0.0151569597601651,0.0130857003996523,2024.39726027397,2024-05-24
2024,145,"S","9","S","P24-145-S9-S",7.372,6.859,1894.274,189.527,7329.05,13581.5,NA,24,6.722,4.214,10.194,39.9266,1.6335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.39726027397,2024-05-24
2024,145,"T","0","C","P24-145-T0-C",9.021,8.527,2733.225,248.822,6389.95,13665,NA,33.3333333333334,3.219,3.7,141.919,44.8769,1.476,1,0.162782265895531,0.138135572079095,0.136393001555308,0.134589922137323,0.132763898362333,0.130885178970997,0.128912234279874,0.127173899431261,0.124867021411797,0.122701048994527,0.12052787280757,0.11828867643421,0.116175822094967,0.113817277399694,0.111527037332428,0.109360928095544,0.107004299271112,0.10493025420432,0.102540782663323,0.100382179444616,0.098108852357812,0.0958653010473622,0.0936030201685403,0.0915290357895154,0.0893473511088363,0.0873472986895611,0.0852159570099349,0.0831647343050685,0.0811927412255068,0.079277590302312,0.0772781860199005,0.0755646649484415,0.0737005171638771,0.0720384874491334,0.070400380907293,0.0686846198221101,0.0671513741594328,0.065672783699068,0.064256014674759,0.0629200301113549,0.0615009109076354,0.0602727084750694,0.0590022362829046,0.0577988985805,0.0566552531119311,0.0555297618506007,0.0544964566363847,0.0533919530967205,0.0524978146150218,0.0514716638968393,0.0505611828349619,0.0497121960298355,0.0487947215840776,0.0479662004032316,0.047170092800219,0.0462882712239699,0.0454608895743318,0.0447067208648173,0.0439847605914854,0.0432575259402352,0.0424192603613571,0.0417839621968776,0.0410026970262114,0.0404240392873372,0.0397863960631459,0.0390896891267123,0.0384696452162978,0.0378244558019934,0.0372891691209771,0.0366748537529458,0.0360563525049386,0.0354919292973754,0.0348917028227667,0.0343748603866918,0.0338733765049603,0.0332823920681321,0.0326791255255589,0.0321507154847203,0.0316172769911152,0.0310588900783169,0.0305939871682399,0.0301673116941628,0.0296551321751219,0.0290216802457447,0.0286831210190595,0.0282149888731441,0.0278308337814979,0.0273938021109362,0.0269910218436188,0.0263226646248674,0.0260374425723406,0.0255498301962453,0.0250831685820171,0.0246656000462219,0.0242256299789276,0.0238699666294537,0.0234439956285349,0.0231250111966946,0.022598025115041,0.0222369455152652,0.0218621308347715,0.0215303046739284,0.0212095175274214,0.0208012167394787,0.020439380605412,0.0201451939736088,0.0197418451447489,0.0194498136350141,0.0191722268483088,0.0188499443088513,0.0185740086906456,0.0181606625138419,0.0179438437446326,0.0176633649005259,0.0173174761236669,0.0170616713367253,0.0168281661512662,0.0165821033959693,0.0162561181342357,0.0160377083049805,0.015804142292292,0.0154966279815882,0.0153413146928246,0.015077633602226,0.0148595270684764,0.0144907920389273,0.0143619477713237,0.0117583395910316,0.00730627613410709,0.00406451947118057,0.00289752664050525,0.00182915171114219,0.00114115556796344,2024.39726027397,2024-05-24
2024,145,"W","9","S","P24-145-W9-S",8.172,8.085,1944.129,267.405,5027.45,13355,NA,26.4,110.12,29.128,53.554,29.5339,1.6495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.39726027397,2024-05-24
2024,146,"O","9","V","P24-146-O9-V",11.03,5.772,981.884,208.936,NA,NA,NA,NA,149.137,115.632,94.9,6.471,2.0092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.4,2024-05-25
2024,148,"S","9","V","P24-148-S9-V",7.388,6.712,1489.03,169.451,NA,NA,NA,NA,3.7435,5.9495,14.8005,26.3348,1.2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.40547945205,2024-05-27
2024,150,"F","0","S","P24-150-F0-S",13.46,9.636,2100.628,527.622,594.33,5252.4,NA,19.9999999999999,6.545,98.997,22.756,10.43645,1.7488,1,0.294765600615776,0.236992426963302,0.234098686744072,0.231339356274047,0.228522941930886,0.225751991154687,0.222834100347188,0.220067898449956,0.217002203992854,0.213940939755568,0.210978617396663,0.207839741688211,0.20484817377864,0.201831557545357,0.198695585234111,0.19577739032002,0.192712095952334,0.189958175321818,0.186830932824806,0.184039791072039,0.181173291876187,0.178378125882036,0.175537574816803,0.173026678827456,0.170245360084131,0.167742797820789,0.164976137116426,0.16233578362807,0.16002406958549,0.15747086752666,0.155082221623947,0.15270077161175,0.150336794566399,0.148255831609724,0.145973089071549,0.14378521461133,0.14170079270029,0.139611918915815,0.137513840404403,0.135776811966657,0.133595428990624,0.131758369202504,0.129830337142025,0.128062704139215,0.126054447607595,0.124301183489483,0.122480037962709,0.120617088315116,0.119034390187336,0.117250604572335,0.115496958161041,0.114003547870088,0.112330515065598,0.110587997245289,0.109059653696659,0.107391807417349,0.105832082141185,0.104304193911642,0.102770940935761,0.101074634837672,0.0996644207193747,0.0981781486250353,0.0966845462219981,0.0953221998285753,0.093795683474416,0.0924681608329518,0.0910438038478798,0.0896246589290383,0.0883717896417786,0.0869511792867566,0.0856790146804742,0.0843558740561381,0.0830831648683146,0.0818114646047558,0.0804880110293633,0.0792626212404812,0.0780275722236681,0.0769075430544496,0.0757431092891281,0.0745361687062232,0.0734003383700644,0.0723085075713422,0.071229142658046,0.0700868398738173,0.0689981868661542,0.0680192851450318,0.0668602570148661,0.0659883017076728,0.0649529651098723,0.0639290725450948,0.0630195302203726,0.0619560148392276,0.0611476166724796,0.0601285279545537,0.0592200359497256,0.0583297305023014,0.0573069353024339,0.0565347920264133,0.0555659079622847,0.0546602120606131,0.0538945186140677,0.0529208672950222,0.0522979698171584,0.0513349669317738,0.0506209318769899,0.0499261025479222,0.0490995273864206,0.0484608969450713,0.0477056548552433,0.0470262616295053,0.0463487803767618,0.0456777560835542,0.0449945956639464,0.0442910637787084,0.0436536466853362,0.0429483813223898,0.0423992977967649,0.041865395384352,0.0412656194768403,0.0407034762804245,0.0400252744392537,0.0396289247765959,0.0389929791324358,0.0385255271866416,0.0380622310482439,0.0375054491421948,0.037020630774372,0.0311476308176328,0.0212632675103064,0.0140615036652592,0.0113985287633983,0.00989703446442988,0.00873301428582087,2024.41095890411,2024-05-29
2024,150,"S","0","C","P24-150-S0-C",6.117,5.611,1061.436,152.059,7802.4,8462.9,NA,26.6666666666667,3.327,4.768,25.853,26.4047,1.1644,1,0.142001515652193,0.116414367186049,0.114814959270605,0.113428707792269,0.111925098080801,0.110433563690718,0.108940766515947,0.107419191525974,0.105806037584132,0.104116289457246,0.102495421720487,0.100793208328447,0.0991333293066887,0.0975355351937502,0.0957718867964547,0.0942055640119463,0.0925651513283897,0.0909842711973912,0.0893344203799456,0.0876740587198474,0.0861372604400991,0.084529941774704,0.082859553075793,0.0814732643428626,0.0797716645686478,0.0784999706951856,0.0768294682182182,0.0753640146427656,0.0740690485968127,0.0725907577282024,0.0712546433214623,0.0699126684058812,0.0686073338972401,0.0674692140911715,0.066186739707496,0.0650063246572958,0.0638876805676317,0.0627859868840512,0.0617002139689449,0.0608038134885817,0.0597734606371462,0.0587215830496232,0.0578701145599671,0.0569772942309319,0.0560055270013911,0.0552280670903098,0.0542704327553908,0.0535280462226125,0.052702380975516,0.0519069069710357,0.0510546360539447,0.0503891278147299,0.0496782687623756,0.0488294697553218,0.0481632454008768,0.0474090214056007,0.0466920186806712,0.0460584272215989,0.0453457959818553,0.0446104515829584,0.0440124270848227,0.0433174957578167,0.0427506408761914,0.042057355448012,0.0414506472294501,0.0408693364153709,0.0403045840820501,0.0397061027619182,0.0391429888641949,0.0386031151275682,0.0380072938261202,0.0375099209407658,0.0369215822573389,0.0364118517458573,0.0358393949059287,0.0353038227482402,0.0348295816885507,0.0343861586792727,0.0338459718640723,0.0333668878127861,0.0329308039096645,0.032462773826071,0.0320392036679182,0.0315254936266243,0.031039301087641,0.0306628267564156,0.0301621343534752,0.0297856244752125,0.029345813101859,0.0288627270317944,0.0284749859366254,0.0280170485202264,0.0276195560480524,0.0270297308834872,0.0267600200334414,0.026266070870869,0.0258507890170562,0.0253803578894327,0.0249039869660902,0.0245256403199303,0.0242563771981936,0.023707718015829,0.0234828098968222,0.0229650188273826,0.0226848778388544,0.0223304504696722,0.0219047253072908,0.0216631193115402,0.0212656160357496,0.0209784765760473,0.0206674296170685,0.020347411788168,0.0199371155913707,0.0196703763108106,0.0193537252175292,0.0190360405837312,0.0187142647156733,0.0184779297251235,0.0181561818188546,0.0180009388750751,0.0175967873589869,0.0174134428515812,0.0170159483186443,0.0168853060065431,0.0167074875327535,0.0163340689018335,0.016147959086218,0.0133686070563368,0.0085280338640525,0.00478185949876454,0.00340700413264054,0.00269211174893721,0.00201260619737858,2024.41095890411,2024-05-29
2024,150,"T","0","C","P24-150-T0-C",7.584,5.57,1511.905,162.301,5529.55,10363.5,NA,26.4,3.34,4.167,20.245,30.0838,1.2168,1,0.130432755660179,0.103778894583734,0.102169941261229,0.100691225489341,0.0990925249002094,0.0975853293662536,0.0960009142560276,0.0944854582575085,0.0928533318655512,0.0911795148347629,0.0895354316482445,0.0878684768284488,0.0862721010279575,0.0846763799110367,0.0830664959810655,0.081611315453243,0.0799596072800916,0.0785007779967151,0.0769238109337653,0.0754250415247232,0.0740310128160957,0.0725372704990838,0.0710865086835776,0.0698077186638401,0.068363378938051,0.0671884237602507,0.0657266654254447,0.06448218185701,0.0633488177059147,0.062065486353364,0.0609964026544106,0.0597646364636781,0.0587163176793128,0.057705994517343,0.0565817086024013,0.055579280636087,0.0545714235948848,0.0536875166594125,0.0526667671366966,0.0518526204422242,0.0509568731157426,0.0500240832835023,0.0492722704065255,0.0484061891498389,0.0475306100990888,0.0467478410723525,0.045946910647166,0.0451769099437677,0.0444547099945403,0.0437116052674777,0.0429482193069684,0.042299354715579,0.0416851272122773,0.0408264053450836,0.0402222189758039,0.0395806786524736,0.0389367801417942,0.0383122766113419,0.037689528024865,0.0370141483205686,0.0363874863801967,0.0358793486941848,0.0353223266533507,0.0347318458088238,0.0341568934482824,0.0336604492444571,0.0330771964004602,0.0325653249720526,0.0320566453434801,0.0315476062114884,0.0310665315694009,0.0305753317552329,0.0300947779935727,0.0295927803235406,0.0290906225480328,0.0286436466002686,0.0282837515319873,0.0277816974968747,0.0273671465237483,0.0268823329219538,0.0265196420824612,0.0260974402200306,0.0256695122763398,0.0252767102124683,0.024836268615606,0.0244683677417257,0.0240437955038676,0.023740019386423,0.0233558814173708,0.0229109720201209,0.0226112520030841,0.022212644330186,0.02178647670337,0.0214354588910105,0.0210717407604982,0.0207834942322307,0.0203319500915413,0.0200949160457048,0.0196492614217632,0.0192528525082389,0.0190832538489542,0.0185807296520272,0.0183124352738235,0.0179634319893269,0.0177460977770653,0.0174958567841809,0.0170197546388673,0.0168211961023977,0.01655079044002,0.0163175199803188,0.016078982227921,0.0158076200704457,0.015415321971166,0.0152998447162584,0.0150088714908881,0.0147650785870504,0.0144507416125704,0.0142881380720511,0.0140443333373785,0.0138280579373659,0.0135834296182796,0.0134328991505591,0.0130572948610956,0.0130587103918706,0.0128002576500858,0.012525467822667,0.0123828755663626,0.0101926972227414,0.00617375232739254,0.00323655534564229,0.00231060272337918,0.00174819067080308,0.00112453059229968,2024.41095890411,2024-05-29
2024,150,"W","0","C","P24-150-W0-C",8.336,6.335,1415.957,157.464,6009.55,11451,NA,22.4,3.876,4.191,18.318,28.4855,1.3141,1,0.142819335538021,0.112686275719904,0.110907801113445,0.109254544393929,0.107598853047114,0.105879766014603,0.104160313290863,0.102521779802525,0.100677195268156,0.0989119774262936,0.097155068665634,0.0952894264018099,0.0935725758909083,0.0918150592826202,0.0900452905171594,0.0883928146433239,0.0867206014282531,0.0851474012654692,0.0833973861274439,0.0818630142071255,0.0802303753539674,0.078713760097147,0.0770248795999166,0.0757123710251136,0.0741746609222306,0.0728351675577063,0.0713642066864002,0.0698507335329334,0.0687186090226788,0.0673427955944019,0.0661464220256286,0.0648513195009677,0.063628861061493,0.062602680062342,0.061384800615504,0.0603576942763527,0.0592394248339329,0.0582331722255176,0.0571366607574356,0.0562785889779154,0.0552331654841448,0.0542725420941949,0.0534105524604451,0.0525185829606391,0.0515376483294595,0.0508093990041233,0.0498374190272864,0.0490619641819998,0.0482845256962733,0.0474514043002325,0.0466133660298938,0.0459444839023786,0.0452269769175698,0.0443709935189872,0.0436501638279669,0.0429693899800167,0.0422917739548213,0.0416174485948919,0.040929681096552,0.0401132112391783,0.039537967086439,0.0389082126515694,0.0383052727270884,0.0377262385944009,0.0370313573643532,0.0365487429364542,0.0358704680463257,0.0353857866109752,0.0347938062670211,0.0341893963503979,0.0337159130504354,0.0330969130231578,0.032622439171184,0.0320918500602412,0.0314803241343013,0.031049819484016,0.0306025284268337,0.0301008176298075,0.0296357362689778,0.0291245564491063,0.0286675567466748,0.0281707500940844,0.0278397020016611,0.0272979192136232,0.0268510920382576,0.0264290805119101,0.0260070904793654,0.0256343630556374,0.0252185996342709,0.0247875858007369,0.0243851330784296,0.0239291396238361,0.0235991443845523,0.0230766472477597,0.0228235166890834,0.0223657069338646,0.0220150799801239,0.0216288789997628,0.0211356182319995,0.0209055464481095,0.0205063050702182,0.0201055516643314,0.0198685609318926,0.0193797651779825,0.0191703945783311,0.0188757873003134,0.0185481979797886,0.0183004889597103,0.0179505444889688,0.0176823471191524,0.0174530049090332,0.017147164557464,0.0167521871821865,0.0165912416159518,0.0162615191299621,0.0160516098021485,0.0157639370016864,0.0155518231071452,0.0153177150258639,0.0150632020618603,0.0147635493266087,0.0145985654449628,0.0142840935814578,0.0141833923320397,0.0139003042038282,0.0136661048198199,0.0134854914147196,0.0110799414602408,0.007151784910682,0.00381837086934814,0.00270253988091112,0.00225592283747322,0.00159363266567665,2024.41095890411,2024-05-29
2024,151,"M","9","V","P24-151-M9-V",14.745,4.351,872.782,131.348,NA,NA,NA,NA,7.278,7.178,19.44,11.9681,2.1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.41369863014,2024-05-30
2024,152,"E","9","S","P24-152-E9-S",8.958,4.965,582.232,113.696,416.565,2214.65,NA,10.6666666666667,68.203,20.31,48.572,59.3533,2.6505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.41643835616,2024-05-31
2024,152,"K","9","V","P24-152-K9-V",9.513,7.17,668.15,366.086,NA,NA,NA,NA,2.324,162.786,15.584,0.271,0.6296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.41643835616,2024-05-31
2024,152,"L","9","S","P24-152-L9-S",43.12,5.087,449.381,22.47,228.145,1408.35,NA,4.00000000000002,0.47,0.249,12.345,102.9055,22.8497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.41643835616,2024-05-31
2024,152,"M","9","S","P24-152-M9-S",14.79,4.888,519.841,162.348,3204.85,12969,NA,48.6666666666667,1.505,5.519,32.029,12.2745,2.0327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.41643835616,2024-05-31
2024,152,"N","9","V","P24-152-N9-V",8.459,4.624,837.773,192.925,NA,NA,NA,NA,3.707,74.648,23.496,4.5931,1.2921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.41643835616,2024-05-31
